2,46
2,51
3,42
4,46
4,66
10,29
13,46
18,28
22,44
28,18
28,29
28,30
28,82
29,10
29,28
29,82
29,84
30,28
30,82
34,54
34,57
36,75
39,46
41,46
42,3
42,46
42,47
42,49
44,22
44,46
46,2
46,4
46,13
46,39
46,41
46,42
46,44
46,49
46,51
46,55
46,64
46,75
46,78
46,83
47,42
49,42
49,46
49,83
51,2
51,46
51,54
54,34
54,51
54,57
55,46
57,34
57,54
64,46
64,78
64,84
66,4
66,83
75,36
75,46
78,46
78,64
82,28
82,29
82,30
83,46
83,49
83,66
84,29
84,64
