Node,Comunity_ID
0,-1
1061051426,19
83185672,19
473153266,19
2244584796,19
184729817,19
2277828311,19
133447001,19
718036012,19
1354460304,19
4578456569,19
428610062,19
1499347417,19
373287402,19
585391357,19
542488894,19
752010888,19
132810751,19
597453726,19
265385204,19
875752152,19
489722273,19
72379041,19
462829190,19
518934318,19
94788246,19
239572336,19
104135821,19
842378066,19
952525316,19
1392007184,19
845313296,19
1260487207,19
704598502,19
495466998,19
1249499256,19
983253218,19
420538698,19
951236598,19
562823508,19
627251488,19
411011613,19
845951149,19
1640886434,19
1290097460,19
391034680,19
51781061,19
87950192,19
2832335447,19
404088514,19
437704468,19
1051114320,19
1116753012,19
722463098,19
598279585,19
391936827,19
232296285,19
264351373,19
1225691011,19
418218972,19
401648409,19
393342562,19
61419304,19
1068928062,19
552764717,19
249099263,19
1049954743,19
418182783,19
334321591,19
408118133,19
2493142851,19
2301111365,19
50338513,19
405426716,19
14108472,19
270896923,19
96344993,19
372344749,19
482897816,19
268001006,19
493260423,19
8873182,19
7250482,19
449629791,19
381742265,19
1638143131,19
1225991917,19
724723402968276992,19
3042356055,19
1467415374,19
467198533,19
1364383692,19
430437851,19
939421976,19
425686235,19
145702693,19
2388661380,19
380351968,19
486892441,19
44487069,19
125153897,19
1060584542,19
79814913,19
2150969605,19
1331997265,19
776897408143912960,19
7844932,19
593101773,19
31093748,19
209891777,19
455042529,19
2230228079,19
484982241,19
102672182,19
534425432,19
98732981,19
400755376,19
70380540,19
51836146,19
393895340,19
602903174,19
1725558426,19
402997564,19
3086030505,19
191490413,19
701220226,19
339672122,19
586568738,19
110281337,19
164225784,19
223899265,19
30656303,19
483304757,19
395990396,19
338695167,19
229804443,19
1128365564,19
318988340,19
2767985158,19
14210150,19
2894775544,19
169248718,19
195787575,19
108869321,19
395179479,19
629334187,19
1307016348,19
439908934,19
534891036,19
1462996453,19
4871676707,19
1344040164,19
319735845,19
139055024,19
405919398,19
233963729,19
329516948,19
430690927,19
851471263,19
410942770,19
2260660337,19
2780443681,19
389122971,19
915566532,19
418259535,19
2207984680,19
391955295,19
1334810558,19
303354087,19
352314354,19
512049031,19
481457729,19
444510706,19
1257848173,19
246089683,19
2176449613,19
421986520,19
418863047,19
504661653,19
293634665,19
63722830,19
541824556,19
35804051,19
17648551,19
46715834,19
57052200,19
1310229355,19
2691410693,19
394787464,19
542691406,19
197940697,19
2835184227,19
2429092036,19
432708990,19
1197644424,19
3975122236,19
4114741037,19
916326246,19
216361540,19
995017814,19
391379955,19
2386835695,19
282752093,19
1913153286,19
937781161,19
56064083,19
591963862,19
40877771,19
708653772030001152,19
386983041,19
587805027,19
3165917453,19
68182390,19
343428085,19
577337366,19
67314908,19
328472277,19
438176540,19
526552069,19
129455752,19
416923575,19
33982163,19
30632987,19
473967210,19
229753610,19
491327107,19
450957612,19
38139984,19
900598639,19
1870754606,19
110091649,19
740031002,19
481359440,19
2347274438,19
83622909,19
83367663,19
140169198,19
460042639,19
468742060,19
479575055,19
201412456,19
14569308,19
492065435,19
513352329,19
4624496368,19
321968756,19
75881487,19
2838050620,19
1085581699,19
243394042,19
3099708933,19
82673876,19
88254217,19
2589077888,19
371820912,19
253262674,19
431454179,19
140133595,19
497008760,19
431089246,19
874129596,19
43503218,19
906349453,19
459308081,19
440152678,19
97281454,19
763885171,19
413010349,19
349746542,19
414646088,19
495059879,19
374509955,19
791521154,19
482783302,19
854501780,19
1568383296,19
389131517,19
416466936,19
438353555,19
120389213,19
2174535898,19
414198874,19
1021306837,19
3094759553,19
947689230,19
334658624,19
970440781,19
2313205890,19
104239528,19
320246595,19
275805969,19
480612566,19
2920441331,19
3129948658,19
1102070556,19
385965801,19
966123451,19
474657743,19
2651374166,19
225105585,19
548616993,19
547050389,19
117734700,19
274915400,19
1002869839,19
2532491303,19
1535003959,19
306396502,19
1344131071,19
18616891,19
53234289,19
976455469,19
519335913,19
1052210108,19
233489435,19
69252638,19
1277350656,19
22343118,19
612630627,19
318487854,19
474175425,19
1509825860,19
780051591273611264,19
903701676,19
3873606135,19
424216485,19
1885687531,19
22598131,19
1076086058,19
1231986655,19
55286165,19
1680697170,19
236794333,19
455094599,19
520963383,19
455648908,19
2804118049,19
546791475,19
421236822,19
275044697,19
2359465576,19
52073784,19
711909518121312256,19
887576396,19
492310172,19
288818648,19
865193857,19
387694120,19
84582608,19
1390121978,19
881565745,19
1390614042,19
636232833,19
515589181,19
4726174575,19
394059966,19
20300000,19
798660060,19
400035492,19
50263809,19
93691257,19
4526622501,19
987344071,19
1672302936,19
9619082,19
429301006,19
365664894,19
74707629,19
1286052349,19
36051983,19
427656834,19
3069527349,19
1067019276,19
237332532,19
436888427,19
537412181,19
2474293979,19
443458193,19
2367178591,19
139404669,19
794351930,19
425904817,19
36612294,19
405532578,19
98192394,19
195063290,19
451369571,19
932393936,19
167410534,19
61877999,19
1405748826,19
1073360574,19
3128950269,19
1288696170,19
779265942165544960,19
78392326,19
710171600092598272,19
1017045240,19
370345381,19
318316637,19
131105980,19
2427964266,19
701513839989358592,19
56460480,19
448364257,19
11129252,19
473042699,19
224351032,19
282240212,19
4516116863,19
507966909,19
70650884,19
365919630,19
379347952,19
2938235393,19
59746019,19
2320036413,19
776304284,19
481567489,19
429026802,19
1625746267,19
484515352,19
426464556,19
3301344453,19
555205930,19
453550902,19
1342578204,19
45887791,19
367312496,19
257064557,19
973551056,19
26206149,19
154924260,19
1128760278,19
512024482,19
336975968,19
63799365,19
2310609029,19
87964051,19
76615199,19
1406189706,19
1482927091,19
406947369,19
3018290121,19
483199277,19
561191770,19
560418489,19
2366954805,19
274608461,19
1344495229,19
423011868,19
1900770631,19
410038651,19
165532712,19
144040138,19
1337081946,19
418744756,19
228030987,19
868645789,19
