Node,Cluster
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
391531110,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
251047297,1
576702177,1
2375661338,1
151188498,1
965068518,1
2804233346,1
350184411,1
405384428,1
3431252014,1
4655248997,1
2302922786,1
202768204,1
4685548933,1
2951362894,1
1010100626,1
132177876,1
782907556159221760,1
391601240,1
978934117,1
1157043744,1
3613181357,1
1062937651,1
3008526447,1
3324827889,1
3239016405,1
2878091469,1
2661595185,1
2947606421,1
3248382417,1
2437403432,1
151246430,1
4810630096,1
2453297123,1
511534517,1
4394434523,1
3418726954,1
1070696468,1
781366033231802368,1
2354395787,1
583980924,1
280242927,1
3036997071,1
2975144398,1
2615328078,1
2862441234,1
428360358,1
3236172064,1
261298418,1
1189981854,1
164294854,1
762934873057292288,1
311085387,1
514706550,1
246840871,1
2787709025,1
188657817,1
787182731453140992,1
759272459732410368,1
3034869375,1
733609472195764224,1
3772927402,1
4774998749,1
2906705362,1
2353752559,1
3399333406,1
1491470516,1
468197270,1
755359,1
499085030,1
509039455,1
3022753349,1
3320592917,1
354841179,1
500984145,1
294163266,1
49954018,1
388284615,1
434839840,1
522591515,1
2377487094,1
270211310,1
483005204,1
2181217378,1
15387167,1
2210084110,1
2348924190,1
106738070,1
4820995677,1
3304012324,1
1318108844,1
2892766546,1
1430162268,1
1680602498,1
2361163792,1
506547572,1
3039360208,1
2361641485,1
613714212,1
2897092401,1
100291517,1
18935802,1
1720220132,1
31233554,1
2827734168,1
725557127872417792,1
29646177,1
380526746,1
426178907,1
1374582042,1
419739649,1
4831023773,1
211090942,1
1028897996,1
201183156,1
1657867358,1
188029214,1
2635224359,1
987423986,1
310195119,1
206831627,1
12165222,1
59746019,1
75512389,1
24763544,1
2234366108,1
73854874,1
3784148609,1
2544142104,1
304865987,1
2987686264,1
845764760,1
1633923900,1
1314974208,1
3481946428,1
1671189985,1
3413519735,1
387317575,1
2394791163,1
514506617,1
943396292,1
757875200050470912,1
2938357835,1
56957163,1
2372154501,1
421691549,1
592688115,1
2189126966,1
3385939450,1
368338436,1
100970534,1
24041437,1
2704662807,1
773264074142519296,1
400015385,1
168273926,1
6138052,1
310216032,1
420445452,1
2564419516,1
14561296,1
782601399993532416,1
15253960,1
1037049708,1
1412500075,1
41667342,1
489551817,1
418997717,1
446353349,1
1313409793,1
1035460693,1
216654360,1
3662356395,1
207137673,1
254755752,1
21402138,1
311957901,1
303757962,1
250249728,1
2420100298,1
2771173324,1
2428770092,1
83933691,1
965239081,1
2353298806,1
1222570518,1
81352717,1
62004025,1
208164885,1
1405465094,1
3227318753,1
606823551,1
2348272160,1
3344043653,1
1205923694,1
2410447644,1
596594145,1
2358680459,1
1088806153,1
2811521884,1
3195753809,1
2321258784,1
2692196437,1
2663893831,1
434743018,1
2479381757,1
3382799745,1
2802841287,1
1068928062,1
433509729,1
1392039763,1
2305446516,1
4824399766,1
348988851,1
430092847,1
475025414,1
724321908,1
141745277,1
2713478241,1
2181953194,1
2414898811,1
928202780,1
379262450,1
447370939,1
2735301707,1
920739140,1
472149764,1
1386793261,1
484158845,1
2159338425,1
2354462598,1
2414609995,1
1350936138,1
1278700207,1
388346603,1
421715120,1
485844145,1
627579169,1
637018529,1
802825232,1
550297318,1
39240661,1
2366461149,1
596665906,1
390835478,1
1161191406,1
3168011729,1
2196650893,1
928297514,1
1178518129,1
1272666296,1
80875024,1
4743531021,1
3309670823,1
1224152383,1
1328976937,1
2332571271,1
2326306186,1
780382517715202048,1
3052918302,1
464881732,1
779236559908442112,1
554375119,1
223098439,1
602982217,1
365664894,1
2197620432,1
80913303,1
2509150289,1
468689162,1
2850871143,1
2772829228,1
348079509,1
2452701214,1
2758663251,1
482482938,1
103595040,1
558063929,1
1443830137,1
736469367379087360,1
628183914,1
4186937854,1
784751042,1
3323080689,1
1732467540,1
1911152329,1
2951442201,1
26444788,1
1270403142,1
334715057,1
2728402871,1
172444822,1
1357458175,1
53994592,1
3044526632,1
2519252925,1
749153688,1
102351773,1
154808415,1
554550990,1
174249848,1
736596690,1
2416492224,1
309533058,1
2831992043,1
52999694,1
2462444372,1
934197043,1
437533038,1
407891527,1
421239717,1
427209531,1
221064731,1
508816367,1
474422847,1
2172017830,1
52824910,1
67887304,1
4275490114,1
4197625936,1
29185572,1
251094642,1
291763976,1
438849246,1
1464788840,1
446609691,1
1084193910,1
15491749,1
1694413363,1
3217393599,1
755821556,1
2721276416,1
1045573032,1
28311464,1
3333764236,1
159876750,1
24744541,1
2973163389,1
3254823503,1
372344749,1
40244378,1
560301369,1
2614952764,1
607985679,1
398891807,1
2612551,1
1395271422,1
370705192,1
2347675929,1
2834362049,1
377619841,1
2765052793,1
2236793966,1
1300370167,1
516916433,1
3363987292,1
358051613,1
1857148146,1
2339316667,1
488748894,1
2615476861,1
1064357792,1
761637479141310464,1
34296796,1
19235153,1
238960257,1
3008182149,1
577161255,1
1073514842,1
298079436,1
2859316269,1
499214987,1
875178422,1
735045646005227520,1
433509940,1
1338584736,1
526653195,1
120588962,1
1266709873,1
4891899964,1
580871879,1
4045962489,1
467573735,1
3001638185,1
1205174246,1
487751312,1
431547715,1
1190283926,1
2265398249,1
330554495,1
873960836,1
271563790,1
1591909939,1
329177497,1
129524640,1
354188080,1
288206319,1
627713874,1
3403084325,1
608091835,1
3393834010,1
571922344,1
315266120,1
849988268,1
1640144880,1
3357308483,1
1638278257,1
1916736956,1
4549605137,1
852301178,1
2889852755,1
126049704,1
218758602,1
1070732071,1
163969032,1
149609445,1
249125297,1
108262067,1
42399072,1
8620162,1
79385667,1
429009401,1
242922585,1
2327584543,1
147654699,1
396691435,1
562823508,1
1715119512,1
416422287,1
2380592546,1
522292867,1
3696089777,1
3331874607,1
3152228475,1
439245001,1
501598774,1
2299916972,1
589418956,1
383790840,1
518934318,1
429817276,1
503670941,1
1615176902,1
2331775274,1
281884852,1
469750828,1
499782176,1
3987937325,1
1148946079,1
1042807543,1
288339892,1
20672692,1
608217046,1
746425402957135872,1
589423738,1
431658112,1
719855009928716288,1
1144953769,1
2927207759,1
2410604455,1
617404862,1
3295966795,1
317680130,1
628186961,1
1337596044,1
380551414,1
2322403651,1
793469352871858176,1
402200260,1
4048087467,1
790567158489153536,1
2717687739,1
61011257,1
2258720305,1
707348966241865728,1
1555265359,1
3871871513,1
2619985539,1
545008992,1
1370176568,1
739128484937801728,1
1086423912,1
1085531312,1
1521455803,1
11080682,1
1272137623,1
2243950814,1
2339382066,1
2572975391,1
744655172211728384,1
230453692,1
1602815845,1
2186181725,1
2244571279,1
4053837041,1
156838708,1
4814832225,1
438728458,1
1218936162,1
3439290718,1
3146699110,1
741520828504911872,1
267335558,1
4242264977,1
231907795,1
16627700,1
25477483,1
3434577971,1
460226131,1
1913370296,1
3243222784,1
482482833,1
2249959502,1
3514615637,1
2381791600,1
2506571955,1
3341739995,1
2397659735,1
131946542,1
2330261468,1
1140098112,1
517876006,1
708429391,1
2418898621,1
2948429116,1
2455915345,1
142731535,1
584056092,1
404394458,1
206671784,1
2883830458,1
3610762348,1
1911991346,1
743821644150476800,1
3295023377,1
79991599,1
1684754797,1
242392452,1
95482042,1
752675748,1
634434387,1
1025143716,1
1059877728,1
16994855,1
2973508025,1
3038103838,1
452010658,1
330602048,1
213616021,1
167874062,1
130491008,1
729339188,1
1212975134,1
4249591816,1
